conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,true_label
1853690957042229385,Tue Nov 05 06:48:58 +0000 2024,2,Presiden Prabowo Subianto melantik sejumlah pejabat di Istana Negara Jakarta Selasa (5/11). #PELANTIKAN #presidenprabowo #melantik #basukihadimuljono #ibukotanusantara #president #penjabatnegara #basukihadimujono #kepalaotoritaIKN #ikn #budigunawan #menko https://t.co/VUxaZA6ZNk,1853690957042229385,https://pbs.twimg.com/ext_tw_video_thumb/1853690671682695168/pu/img/3fWt3IyHIdzAMyOm.jpg,,in,INDONESIA,0,1,0,https://x.com/antmegapolitan/status/1853690957042229385,3177962862,antmegapolitan,
1851876759278428378,Thu Oct 31 06:40:00 +0000 2024,2,IKN Lanjut &lt; #IKN #IbuKotaNusantara #DodyHanggodo https://t.co/tjMy1safD3,1851876759278428378,https://pbs.twimg.com/media/GbMuVbgakAIM1mz.jpg,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1851876759278428378,23343960,kompascom,
1850137549253083407,Sat Oct 26 11:29:00 +0000 2024,46,Istana Garuda Diresmikan Prabowo Masuk Rencana 100 Hari Kerja Pertama &lt; #IKN #IbuKotaNusantara https://t.co/PqJrkPdEDc,1850137549253083407,https://pbs.twimg.com/media/Gaz7EH1asAAiJPd.jpg,,in,Jakarta,4,1,11,https://x.com/kompascom/status/1850137549253083407,23343960,kompascom,
1850197387807174704,Sat Oct 26 15:26:46 +0000 2024,7,Jalan IKN Terus Digeber &lt; #IKN #IbuKotaNusantara #Prabowo https://t.co/Hpr8dAvmUi,1850197387807174704,https://pbs.twimg.com/media/Ga04sj6bsAAaFUX.jpg,,in,Jakarta,0,0,1,https://x.com/kompascom/status/1850197387807174704,23343960,kompascom,
1851104171409162737,Tue Oct 29 03:30:00 +0000 2024,70,Prabowo dan Jokowi Minta Basuki Jadi Kepala OIKN &lt; #IKN #IbuKotaNusantara #Prabowo https://t.co/FgMRDI4NXS,1851104171409162737,https://pbs.twimg.com/media/GbBwjyxbkAA0yxl.jpg,,in,Jakarta,1,9,18,https://x.com/kompascom/status/1851104171409162737,23343960,kompascom,
1853675190456311969,Tue Nov 05 05:46:19 +0000 2024,9,Menurut Hashim pengangkatan Basuki sebagai kepala OIKN baru merupakan bukti nyata keseriusan pemerintahan @prabowo dalam melanjutkan pembangunan IKN di Kaltim. Jabatan ini disebut setingkat menteri. #IKN #IbukotaNusantara Kevin Diks Denny Sumargo Indramayu My First BL Couple https://t.co/uJhHkJvsj1,1853675190456311969,https://pbs.twimg.com/media/GbmTwggbgAAl7oZ.jpg,,in,"Jakarta Capital Region, Indone",0,1,8,https://x.com/caknur1414/status/1853675190456311969,960668225171111937,caknur1414,
1833773184644202725,Wed Sep 11 07:42:51 +0000 2024,0,Jokowi Berkantor di IKN Istana: Bukan Berarti Presiden Terputus dari Dunia Luar &lt; #Jokowi #IKN #IbuKotaNusantara https://t.co/XFD1CcnIjm,1833773184644202725,https://pbs.twimg.com/media/GXLe-T4asAAMqMh.jpg,,in,Jakarta,1,2,0,https://x.com/kompascom/status/1833773184644202725,23343960,kompascom,
1854420433283547150,Thu Nov 07 07:07:39 +0000 2024,9,Presiden Prabowo dipastikan akan melibatkan Presiden ke-7 Joko Widodo dalam membangun Ibu Kota Negara Nusantara karena Jokowi merupakan sosok yang memulai pembangunan mega proyek tersebut. #prabowo #jokowi #ikn #ibukotanusantara #nusantara https://t.co/SI6sAK7CGJ,1854420433283547150,https://pbs.twimg.com/media/Gbw5WzpbsAA60IZ.jpg,,in,,1,8,0,https://x.com/Metro_TV/status/1854420433283547150,57261519,Metro_TV,
1892155778527850712,Wed Feb 19 10:14:26 +0000 2025,0,Seperti ini suasana sana di Kemenko 1 atau Kemenko Marves di IKN. #ikn #kemenkomarves #ibukotanusantara https://t.co/I8J7OZGEMk,1892155778527850712,https://pbs.twimg.com/media/GkJJe-3bEAAeDSm.jpg,,in,Indonesia,0,0,0,https://x.com/Tipiku_Rusak/status/1892155778527850712,1590606875854192640,Tipiku_Rusak,
1892180095303094685,Wed Feb 19 11:51:04 +0000 2025,3,Polda Kaltim News #polri #divhumas #poldakaltim #coolingsystem #KN #ibukotanusantara #Mahakam https://t.co/IWCwgeeHVz,1892180095303094685,https://pbs.twimg.com/ext_tw_video_thumb/1892179746467012608/pu/img/THmyAUX5kpvNE0Ex.jpg,,in,"Balikpapan, Indonesia",0,1,0,https://x.com/Poldakaltim/status/1892180095303094685,226140504,Poldakaltim,
1881354805689680365,Mon Jan 20 14:55:14 +0000 2025,0,Ibu Kota Nusantara (IKN) Makin Kemilau dan Menakjubkan. Elok nan indah... #ikn #ibukotanusantara #agungaewis https://t.co/jQENvivs97,1881354805689680365,,,in,Indonesia,0,0,0,https://x.com/chirp_sitto/status/1881354805689680365,4840548266,chirp_sitto,
1856992440982655314,Thu Nov 14 09:27:53 +0000 2024,1,Kereta tanpa rel yang rencananya akan beroperasi di Ibu Kota Nusantara atau IKN rencananya akan dikembalikan ke China. Apa alasannya? #wartaekonomi #keretatanparel #keretaotonom #ikn #ibukotanusantara https://t.co/yM9NXNNEdG,1856992440982655314,https://pbs.twimg.com/media/GcVcyGlboAAzs_K.jpg,,in,"Jakarta, Indonesia",0,1,0,https://x.com/WartaEkonomi/status/1856992440982655314,30617522,WartaEkonomi,
